"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","preserves required star in label","updateElmLabel","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","1","clamps SCRYPT_N to nearest lower power of two","Config Helper","Tue Oct 14 14:01:04 UTC 2025","passed","Tue Oct 14 14:01:04 UTC 2025","","makePasswordModConfig","",""
"","1","should inject options into config stub","buildVirtualConfig","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","","",""
"","0","should handle empty string","pathGenerator utilities","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","ensureLeadingSlash","",""
"","0","respects SCRYPT_N, SCRYPT_R, SCRYPT_P env vars and clamps them","Config Helper","Tue Oct 14 14:01:04 UTC 2025","passed","Tue Oct 14 14:01:04 UTC 2025","","makePasswordModConfig","",""
"","30","returns an error if _Scrypt.makeLive throws","makeScrypt","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","22","returns Effect that fails with ClackError if error is thrown","clack","Tue Oct 14 14:01:37 UTC 2025","passed","Tue Oct 14 14:01:37 UTC 2025","","useClackError","",""
"","0","returns undefined if none of the config files exist","Watcher Utils","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","findConfig","",""
"","0","handles boolean false","SDKCacheSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","2","should handle invalid options gracefully","StudioCMS DevApps Integration","Tue Oct 14 14:01:39 UTC 2025","passed","Tue Oct 14 14:01:39 UTC 2025","","studioCMSDevApps","",""
"","0","should handle undefined values","TemplateRenderer","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","Data types","",""
"","0","should ignore unknown keys in FormData","getEnabledNotificationCheckboxes","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","1","should dedent indented HTML before processing","transformHTML","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","2","prevents default event behavior","formListener","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","0","returns fallback if both hero and site defaultOgImage are undefined","heroHelper tests","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","getHeroImage","trimInput","",""
"","0","should allow clearing htmlConfig","shared module","Tue Oct 14 14:01:18 UTC 2025","passed","Tue Oct 14 14:01:18 UTC 2025","","shared object","",""
"","0","should handle empty route string","makePublicRoute","Tue Oct 14 14:01:41 UTC 2025","passed","Tue Oct 14 14:01:41 UTC 2025","","","",""
"","11","should work with different key lengths","Scrypt Module","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","Scrypt Service","",""
"","0","should include Google SVG logo","@studiocms/google","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","hooks","",""
"","1","should have correct identifier and service path","Cloudinary Image Service Plugin","Tue Oct 14 14:00:56 UTC 2025","passed","Tue Oct 14 14:00:56 UTC 2025","","cloudinaryImageService","",""
"","3","calls fetch with correct arguments and shows success toast on login","formListener","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","1","reads and parses JSON file content","readJson","Tue Oct 14 14:01:40 UTC 2025","passed","Tue Oct 14 14:01:40 UTC 2025","","","",""
"","2","getAvatarUrl throws if no email or openid","Libravatar Utils","Tue Oct 14 14:01:18 UTC 2025","passed","Tue Oct 14 14:01:18 UTC 2025","","","",""
"","2","should contain all expected notification types","notificationOptions","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","1","should return undefined when no config files exist","Config Loader Utils","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","loadConfigFile","",""
"","40","should handle Buffer input","Scrypt Module","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","Scrypt Service","",""
"","3","render component","Components Container tests","Tue Oct 14 14:01:12 UTC 2025","passed","Tue Oct 14 14:01:12 UTC 2025","Global component","Shared components","",""
"","0","should handle undefined components array gracefully","buildVirtualImport","Tue Oct 14 14:01:25 UTC 2025","passed","Tue Oct 14 14:01:25 UTC 2025","","","",""
"","38","throws an error if the merge function throws","deepmerge test","Tue Oct 14 14:01:23 UTC 2025","passed","Tue Oct 14 14:01:23 UTC 2025","","deepmerge utility","",""
"","0","returns red for >200","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","inpTextColor","",""
"","0","should return an empty string for an empty array","formatNotificationOptions","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","0","validates sanitize with allowAttributes only","WYSIWYG Types and Schema","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","WYSIWYGSchema","",""
"","0","non-dashboard route without path","urlGenFactory","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:33 UTC 2025","","","",""
"","12","render component","Layout Container tests","Tue Oct 14 14:01:44 UTC 2025","passed","Tue Oct 14 14:01:44 UTC 2025","","AuthLayout Container","",""
"","2","handles null content","WYSIWYG Render Component","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","","",""
"","0","stripTrailingSlash removes trailing slash","pathGenerators","Tue Oct 14 14:01:23 UTC 2025","passed","Tue Oct 14 14:01:23 UTC 2025","","","",""
"","0","should have the expected length","xmlDecodeTree","Tue Oct 14 14:01:44 UTC 2025","passed","Tue Oct 14 14:01:44 UTC 2025","","","",""
"","1","should transform boolean values to object format","schema","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","AppsConfigSchema","",""
"","2","decodes XML entities by default","decode","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","3","validates empty object as default","WYSIWYG Types and Schema","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","WYSIWYGSchema","",""
"","1","always logs warn/error/debug regardless of verbose","logMessages","Tue Oct 14 14:01:14 UTC 2025","passed","Tue Oct 14 14:01:14 UTC 2025","","","",""
"","1","should allow undefined input and default to {}","localUsernameAndPasswordConfig","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","0","defaults to enabled true and default lifetime","SDKSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","2","logs all messages with correct log levels and labels","logMessages","Tue Oct 14 14:01:14 UTC 2025","passed","Tue Oct 14 14:01:14 UTC 2025","","","",""
"","0","returns true if file exists","Watcher Utils","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","exists","",""
"","0","returns false if cache is fresh","isCacheExpired","Tue Oct 14 14:01:05 UTC 2025","passed","Tue Oct 14 14:01:05 UTC 2025","","","",""
"","1","should reject non-object input","HTMLSchema","Tue Oct 14 14:01:27 UTC 2025","passed","Tue Oct 14 14:01:27 UTC 2025","","validation","",""
"","1","parseUserIdentity returns correct hash and domain for openid","Libravatar Utils","Tue Oct 14 14:01:18 UTC 2025","passed","Tue Oct 14 14:01:18 UTC 2025","","","",""
"","1","renderMarkDoc with argParse configuration","MarkDoc Render Library","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","","",""
"","2","breakSecurePassword parses valid hash","Password Utils","Tue Oct 14 14:01:26 UTC 2025","passed","Tue Oct 14 14:01:26 UTC 2025","","","",""
"","1","getHookResults detects absence of hooks","StudioCMSPluginTester","Tue Oct 14 14:01:18 UTC 2025","passed","Tue Oct 14 14:01:18 UTC 2025","","","",""
"","1","should handle sync function returning different data types","tryCatch","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","with synchronous functions","",""
"","0","should have hooks object","@studiocms/auth0","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","plugin structure","",""
"","2","createUserSession creates session and sets cookie","Session Module","Tue Oct 14 14:01:12 UTC 2025","passed","Tue Oct 14 14:01:12 UTC 2025","","","",""
"","1","should allow custom status and headers","response-helpers","Tue Oct 14 14:01:12 UTC 2025","passed","Tue Oct 14 14:01:12 UTC 2025","","createTextResponse","",""
"","2","should return an AstroIntegration object with correct name","nodeNamespaceBuiltinsAstro","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","","",""
"","0","type inference works correctly","WYSIWYG Types and Schema","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","WYSIWYGSchemaOptions type","",""
"","2","accepts a valid plugin list item","SafePluginListItemSchema","Tue Oct 14 14:01:22 UTC 2025","passed","Tue Oct 14 14:01:22 UTC 2025","","","",""
"","2","should return an HTML string containing the provided link (string)","passwordReset template","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","7","should create integration with default options","StudioCMS DevApps Integration","Tue Oct 14 14:01:39 UTC 2025","passed","Tue Oct 14 14:01:39 UTC 2025","","studioCMSDevApps","",""
"","1","handles object with cacheConfig object","SDKSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","2","removes defaults and makes fields optional","Zod Utils","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","deepRemoveDefaults","",""
"","2","returns an HTML string","userInvite template","Tue Oct 14 14:01:39 UTC 2025","passed","Tue Oct 14 14:01:39 UTC 2025","","","",""
"","1","should extract variable names from template","TemplateEngine","Tue Oct 14 14:01:18 UTC 2025","passed","Tue Oct 14 14:01:18 UTC 2025","","Variable detection","",""
"","0","returns the first configUrl that exists","Watcher Utils","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","findConfig","",""
"","0","should export editor CSRF cookie name","consts.ts","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","","",""
"","2","converts first character to uppercase","Utils","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","firstUpperCase","",""
"","0","renderMarkDoc handles empty content","MarkDoc Render Library","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","","",""
"","1","should have studiocms:astro:config hook","studiocmsMDX","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","plugin hooks","",""
"","8","should validate correct props","ComponentRegistry","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","validateProps","",""
"","479","render component","Virtual Components Container tests","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","CustomImage component","",""
"","0","should allow undefined input and default to {}","authConfigSchema","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","0","should allow updating options","TemplateRenderer","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","Options management","",""
"","3","makeExpirationDate throws SessionError if expTime is not a number","Session Utils","Tue Oct 14 14:01:35 UTC 2025","passed","Tue Oct 14 14:01:36 UTC 2025","","","",""
"","8","should provide config through context","Scrypt Module","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","ScryptConfig","",""
"","204","PageList renders correctly with blog posts","PageList component","Tue Oct 14 14:01:40 UTC 2025","passed","Tue Oct 14 14:01:40 UTC 2025","","","",""
"","0","should have hooks object","@studiocms/discord","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","plugin structure","",""
"","1","should call studiocms:config:setup hook with setRendering","studiocmsHTML","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","plugin hooks","",""
"","0","passes mode to decodeHTML when level is HTML","decode","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","1","validates project ID format","WYSIWYG Store Route","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","","",""
"","2","should create an error with correct properties","ValidateAuthCodeError","Tue Oct 14 14:01:29 UTC 2025","passed","Tue Oct 14 14:01:29 UTC 2025","","","",""
"","0","should return false for a date older than 30 days","checkDate","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","3","plugin sets up astro config integration","StudioCMS WYSIWYG Plugin","Tue Oct 14 14:01:15 UTC 2025","passed","Tue Oct 14 14:01:15 UTC 2025","","","",""
"","2","returns correct export statement for valid input","rendererComponentFilter","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:33 UTC 2025","","","",""
"","1","should validate complete page data","WordPress API Schema","Tue Oct 14 14:00:59 UTC 2025","passed","Tue Oct 14 14:00:59 UTC 2025","","Page","",""
"","0","handles /_server-islands with default (no prefix)","i18n/server","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","getCurrentURLPath","",""
"","0","should have correct package identifier","studiocmsMDX","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","plugin configuration","",""
"","1","should reject unknown locale keys","i18nLabelSchema","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","3","should validate a checkbox field","FieldSchema","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","should have studiocms:config:setup hook","@studiocms/google","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","hook implementation","",""
"","3","updates select label text","updateSelectElmLabel","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","2","AuthKitConfig object matches expected shape","Config Helper","Tue Oct 14 14:01:04 UTC 2025","passed","Tue Oct 14 14:01:04 UTC 2025","","","",""
"","4","proxies function components and processes props and children","createComponentProxy","Tue Oct 14 14:01:14 UTC 2025","passed","Tue Oct 14 14:01:14 UTC 2025","","","",""
"","20","renders basic content","WYSIWYG Render Component","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","","",""
"","2","throws on unexpected structure","loadChangelog","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","","","",""
"","1","should preserve all properties of the config object","defineStudioCMSConfig","Tue Oct 14 14:01:42 UTC 2025","passed","Tue Oct 14 14:01:42 UTC 2025","","","",""
"","2","should set message, hint, stack, and name","ComponentProxyError","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","9","should report both missing and unknown props","ComponentRegistry","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","validateProps","",""
"","1","should use default values when config is not provided","schema","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","AppsConfigSchema","",""
"","0","returns site defaultOgImage if hero is undefined","heroHelper tests","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","getHeroImage","trimInput","",""
"","3","render component with no content","Virtual Components Container tests","Tue Oct 14 14:01:34 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","Renderer component","",""
"","44","Renderer with props 0","Renderer component","Tue Oct 14 14:01:42 UTC 2025","passed","Tue Oct 14 14:01:42 UTC 2025","","","",""
"","1","handles error responses","WYSIWYG Store Route","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","","",""
"","3","should generate default head tags with required fields","headDefaults","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","","",""
"","2","should have correct structure for each image","validImages","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","1","plugin sets up rendering configuration","StudioCMS MarkDoc Plugin","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","1","should fail if demoMode object is missing username","developerConfigSchema","Tue Oct 14 14:01:38 UTC 2025","passed","Tue Oct 14 14:01:38 UTC 2025","","","",""
"","5","parses valid config","Zod Utils","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","parseConfig","",""
"","7","should call studiocms:astro:config hook with addIntegrations","studiocmsMD","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","plugin hooks","",""
"","0","should allow custom headers and allowedOrigins","response-helpers","Tue Oct 14 14:01:12 UTC 2025","passed","Tue Oct 14 14:01:12 UTC 2025","","createRedirectResponse","",""
"","1","handles cache config object","SDKCacheSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","0","should return path unchanged if leading slash exists","pathGenerator utilities","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","ensureLeadingSlash","",""
"","1","fork should create a new logger with same options and new label","S48Logger","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","5","throws if no entry points found","builder","Tue Oct 14 14:01:13 UTC 2025","passed","Tue Oct 14 14:01:13 UTC 2025","","","",""
"","0","FolderTreeMapID should be ""__StudioCMS_Folder_Tree""","StudioCMS SDK Constants","Tue Oct 14 14:01:41 UTC 2025","passed","Tue Oct 14 14:01:41 UTC 2025","","","",""
"","0","should not have other hooks","@studiocms/github","Tue Oct 14 14:01:08 UTC 2025","passed","Tue Oct 14 14:01:08 UTC 2025","","hook implementation","",""
"","1","parses valid JSON strings","Utils","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","parse","",""
"","3","buildSecurePassword returns correct format","Password Utils","Tue Oct 14 14:01:26 UTC 2025","passed","Tue Oct 14 14:01:26 UTC 2025","","","",""
"","22","updates document title, meta description, and lang","documentUpdater","Tue Oct 14 14:01:48 UTC 2025","passed","Tue Oct 14 14:01:48 UTC 2025","","","",""
"","1","should handle empty arrays","buildVirtualImport","Tue Oct 14 14:01:25 UTC 2025","passed","Tue Oct 14 14:01:25 UTC 2025","","","",""
"","1","should propagate errors thrown by the handler","Api-Route Tests","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","createEffectAPIRoute tests","",""
"","19","Editor handles various content types","Editor component","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","1","can be used with custom options","deepmerge test","Tue Oct 14 14:01:23 UTC 2025","passed","Tue Oct 14 14:01:23 UTC 2025","","Deepmerge Effect Service","",""
"","1","returns a non -1 index for a valid branch (example: ""a"" -> 0x61) in the root","determineBranch","Tue Oct 14 14:01:22 UTC 2025","passed","Tue Oct 14 14:01:22 UTC 2025","","","",""
"","1","should call studiocms:config:setup hook with setRendering","studiocmsMD","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","plugin hooks","",""
"","1","should return a valid StudioCMSPlugin object","@studiocms/auth0","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","plugin creation","",""
"","1","createRenderer handles undefined content","WYSIWYG Partial Route","Tue Oct 14 14:01:30 UTC 2025","passed","Tue Oct 14 14:01:30 UTC 2025","","","",""
"","2","Renderer handles undefined content","MDX Renderer component","Tue Oct 14 14:01:11 UTC 2025","passed","Tue Oct 14 14:01:11 UTC 2025","","Edge cases","",""
"","1","verifyUsernameCharacters returns undefined for valid username","User Utils","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","","",""
"","16","should generate Cloudinary URL for local image","cloudinaryImageService","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","successful image generation","",""
"","0","decodes HTML entities when EntityLevel.HTML is specified","decode","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","1","should correctly infer HTMLSchemaOptions type","HTMLSchema","Tue Oct 14 14:01:27 UTC 2025","passed","Tue Oct 14 14:01:27 UTC 2025","","type inference","",""
"","0","should have studiocms:astro:config hook","studiocmsMD","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","plugin hooks","",""
"","0","treats undefined and null as equal","Middleware Utils","Tue Oct 14 14:01:18 UTC 2025","passed","Tue Oct 14 14:01:18 UTC 2025","sortByPriority","handlerFilter","",""
"","0","should return true for a date within the last 7 days","checkDate","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","0","returns pathname without lang prefix for English paths","i18n/server","Tue Oct 14 14:01:24 UTC 2025","passed","Tue Oct 14 14:01:24 UTC 2025","","getCurrentURLPath","",""
"","0","handles empty string","safeString","Tue Oct 14 14:01:41 UTC 2025","passed","Tue Oct 14 14:01:41 UTC 2025","","","",""
"","1","should reject non-boolean discordSubtext","studiocmsMD","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","schema validation","",""
"","0","returns true for a date within the last 30 days","withinLast30Days","Tue Oct 14 14:01:34 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","","",""
"","1","generateRandomIDNumber returns a number of correct length","SDKCore_Generators","Tue Oct 14 14:01:33 UTC 2025","passed","Tue Oct 14 14:01:33 UTC 2025","","","",""
"","1","should handle URL paths","readJson","Tue Oct 14 14:01:25 UTC 2025","passed","Tue Oct 14 14:01:25 UTC 2025","","","",""
"","0","should allow valid GridItemUsable","GridItemUsable","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","","",""
"","0","calculates score correctly","processWebVitalsRouteSummary","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","","",""
"","12","processes valid group and returns correct summary","processWebVitalsRouteSummary","Tue Oct 14 14:01:17 UTC 2025","passed","Tue Oct 14 14:01:17 UTC 2025","","","",""
"","0","accepts valid lifetime","CacheConfigSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
"","3","Renderer handles missing data prop gracefully","MarkDoc Renderer component","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","0","should create layer with makeLayer","WordPress API Configs","Tue Oct 14 14:00:58 UTC 2025","passed","Tue Oct 14 14:00:58 UTC 2025","","AstroAPIContextProvider","",""
"","0","returns fallback if both hero and site defaultOgImage are empty","heroHelper tests","Tue Oct 14 14:01:20 UTC 2025","passed","Tue Oct 14 14:01:20 UTC 2025","getHeroImage","trimInput","",""
"","2","should create a Logger instance and log at correct level","makeLogger","Tue Oct 14 14:01:19 UTC 2025","passed","Tue Oct 14 14:01:19 UTC 2025","","","",""
"","1","proxies string components directly","createComponentProxy","Tue Oct 14 14:01:14 UTC 2025","passed","Tue Oct 14 14:01:14 UTC 2025","","","",""
"","0","should handle empty route string","makeAPIRoute","Tue Oct 14 14:01:34 UTC 2025","passed","Tue Oct 14 14:01:34 UTC 2025","","","",""
"","1","getLevel returns unknown for null","User Utils","Tue Oct 14 14:01:21 UTC 2025","passed","Tue Oct 14 14:01:21 UTC 2025","","","",""
"","0","type allows empty object","WYSIWYG Types and Schema","Tue Oct 14 14:01:07 UTC 2025","passed","Tue Oct 14 14:01:07 UTC 2025","","WYSIWYGSchemaOptions type","",""
"","1","renders with mixed content types","MarkDocReactRenderer","Tue Oct 14 14:01:26 UTC 2025","passed","Tue Oct 14 14:01:26 UTC 2025","","","",""
"","1","should handle plugin with maximum configuration","studiocmsMDX","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","Edge cases","",""
"","0","handles unicode characters","Utils","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","firstUpperCase","",""
"","0","VersionMapID should be ""__StudioCMS_Latest_Version""","StudioCMS SDK Constants","Tue Oct 14 14:01:41 UTC 2025","passed","Tue Oct 14 14:01:41 UTC 2025","","","",""
"","1","should contain the correct char codes","xmlDecodeTree","Tue Oct 14 14:01:44 UTC 2025","passed","Tue Oct 14 14:01:44 UTC 2025","","","",""
"","0","validates props interface","ReactWrapper.astro","Tue Oct 14 14:01:03 UTC 2025","passed","Tue Oct 14 14:01:03 UTC 2025","","","",""
"","1","should handle app-toggled event with state false","app-utils","Tue Oct 14 14:01:06 UTC 2025","passed","Tue Oct 14 14:01:06 UTC 2025","","closeOnOutsideClick","",""
"","0","should handle deeply nested plugin configurations","studiocmsMDX","Tue Oct 14 14:00:57 UTC 2025","passed","Tue Oct 14 14:00:57 UTC 2025","","Edge cases","",""
"","0","should return spaces for space-indented line","String Utilities","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","getIndent","",""
"","0","returns correct score text","webVitalsUtils","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","calculateInpScoreText","",""
"","12","should render simple MDX content","renderMDX","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","","",""
"","1","should handle preflight requests without CORS","Api-Route Tests","Tue Oct 14 14:01:00 UTC 2025","passed","Tue Oct 14 14:01:00 UTC 2025","","withEffectAPI tests","",""
"","3","should use default shared config","renderMDX","Tue Oct 14 14:00:55 UTC 2025","passed","Tue Oct 14 14:00:55 UTC 2025","","","",""
"","0","decodes XML entities when options.level is XML","decode","Tue Oct 14 14:01:32 UTC 2025","passed","Tue Oct 14 14:01:32 UTC 2025","","","",""
"","1","fails on non-array input","SDKCore_Parsers","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","parseIdNumberArray","",""
"","0","should handle hyphens at the beginning and end","String Utilities","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","convertHyphensToUnderscores","",""
"","7","should provide DrizzleDBClientService with config","drizzleDBClientLive","Tue Oct 14 14:01:15 UTC 2025","passed","Tue Oct 14 14:01:15 UTC 2025","","","",""
"","0","should resolve built-in subpaths","nodeNamespaceBuiltinsAstro","Tue Oct 14 14:01:31 UTC 2025","passed","Tue Oct 14 14:01:31 UTC 2025","","resolveBuiltIns","",""
"","0","should handle string with no hyphens","String Utilities","Tue Oct 14 14:01:01 UTC 2025","passed","Tue Oct 14 14:01:01 UTC 2025","","convertHyphensToUnderscores","",""
"","0","accepts custom values","ProcessedCacheConfigSchema","Tue Oct 14 14:01:16 UTC 2025","passed","Tue Oct 14 14:01:16 UTC 2025","","","",""
